Sample,var001,var002,var003,var004,var005,var006,var007,var008,var009,var010,var011,var012,var013,var014,var015,var016,var017,var018,var019,var020,var021,var022,var023,var024,var025,var026,var027,var028,var029,var030,var031,var032,var033,var034,var035,var036,var037,var038,var039,var040,var041,var042,var043,var044,var045,var046,var047,var048,var049,var050,var051,var052,var053,var054,var055,var056,var057,var058,var059,var060,var061,var062,var063,var064,var065,var066,var067,var068,var069,var070,var071,var072,var073,var074,var075,var076,var077,var078,var079,var080,var081,var082,var083,var084,var085,var086,var087,var088,var089,var090,var091,var092,var093,var094,var095,var096,var097,var098,var099,var100,var101,var102,var103,var104,var105,var106,var107,var108,var109,var110,var111,var112,var113,var114,var115,var116,var117,var118,var119,var120,var121,var122,var123,var124,var125,var126,var127,var128,var129,var130,var131,var132,var133,var134,var135,var136,var137,var138,var139,var140,var141,var142,var143,var144,var145,var146,var147,var148,var149,var150,var151,var152,var153,var154,var155,var156,var157,var158,var159,var160,var161,var162,var163,var164,var165,var166,var167,var168,var169,var170,var171,var172,var173,var174,var175,var176,var177,var178,var179,var180,var181,var182,var183,var184,var185,var186,var187,var188,var189,var190,var191
s35,-1.537579486,-0.698025001,-1.08018693,-1.427312049,-0.140378502,-1.448792174,0.935032995,-0.778291957,0.032446211,-0.264402084,0.602702553,-0.741302853,0.393653806,1.011686037,1.370082044,1.11419026,0.604443596,0.724241961,1.006006602,1.458645421,0.740220333,0.159923896,1.11207736,0.739861347,1.48692173,0.924113593,0.065307591,0.488857236,-0.368089938,-0.496165084,-0.30383839,-0.377221529,-0.191634604,-0.514655021,0.460475722,-0.59262965,-0.441081562,-0.087387287,0.420804368,0.583703665,-0.131891354,-0.198710572,-0.142611358,136682.4839,52970.39559,25995.47589,977456.816,2150613.54,95887.68374,1211.633766,83036.80696,966402.6263,278328.327,1658078.465,32839.33445,38977.23291,1052336.063,211402.6213,1568553.113,6473.381153,15108.73595,376444.591,203708.3328,36297.33745,0.04703974,13.20950274,0.438668226,8.804950443,1.400819456,3.610185273,0.176490663,0.028805258,0.048204674,0.026020371,0.076858259,2.850062671,0.029757428,0.005348585,0.045133293,0.01881379,2.59838426,0.012711052,0.040639976,5.196111711,8.760839377,97.51921,5.503163092,96.31630921,45.41891683,207.4732294,3.293473229,658.7077611,137.8055856,484.4815615,4.934732294,263.142262,50.77395464,216.7955562,20.73761076,0.276255333,35.52248113,12.50984575,1.741467017,13.63587135,0.26857522,0.289961134,0.031628064,0.424311941,0.182829336,1.17375212,0.72314806,0.08340127,0.020924574,0.060734561,0.190027491,0.020180954,0.076936202,1.174689544,0.040960175,0.568700561,60.08426321,2.531670496,93.47647618,858.4271008,0.305043647,6.085179935,14.79429978,4.443781243,0.635392574,12.95321943,26.81996568,21.19199682,4.138003929,1.316409262,0.840035813,3.928448855,7.097552787,1.662003532,0.1041,0.2680,0.0971,0.5159,0.9979,0.9225,2.8506,5.4874,5.4539,3.0741,0.4728,3.2961,18.1599,29.6691,27.5217,12.8008,2.3699,8.5431,13.9427,18.4371,5.7929,2.4713,0.0530,0.5103,1.1114,2.6872,5.7000,9.7208,6.4030,0.0581,0.1234,0.3502,1.2061,2.3488,2.9500,0.069829776,0.013332854,0.009304847,0.772610748,1.065768825,0.96876722,1.271891995,0.456075253,4.184497712,1.945653346,1.398805673,5.812193033,1.056691583,0.07969465,0.169745322,0.063025588,0.295470064,2.029852177
s36,-0.598408307,-1.816380364,-0.146715815,0.312862965,0.956601383,0.378970445,-1.86346123,-0.269782977,-1.204609247,0.221841199,0.729271462,1.389065716,1.042861256,-1.045588491,1.139129032,-0.134643256,0.366028902,0.698614001,0.300671752,0.835518881,0.197465979,0.224779501,0.429728066,0.683673992,1.223402188,0.589674322,-1.348950926,-0.753596989,-0.262151505,-1.314209943,-0.108353486,0.290412622,0.158451854,0.9628755,1.097303889,-0.677643261,-0.755369094,0.153383739,0.630380057,0.443802966,-0.243293146,0.419505757,0.51711418,190066.4149,50655.75019,37005.87116,774966.9535,2063858.19,48290.92703,2554.085889,95175.78674,827675.1573,222942.2921,2889570.012,29891.37281,93823.73668,2255835.643,387687.5588,1926992.204,9803.323925,27644.59861,443098.042,248949.8844,46844.19503,0.045824965,11.19215002,0.268974568,8.588161898,1.367557482,2.467555494,0.118221948,0.039420572,0.067420943,0.033304501,0.130757326,4.085189199,0.029248109,0.003524487,0.067064684,0.02135571,2.349202641,0.005198081,0.027773359,3.04833944,5.709254225,60.49734074,3.557735492,37.00650041,25.5199149,126.5757003,1.226568963,383.9633613,133.933223,324.4862309,3.313319939,133.5764094,25.70334476,124.7499114,16.31623787,0.304897314,39.72985782,13.83508237,1.401997292,13.21575265,0.147080657,0.184173112,0.016470807,0.196872535,0.103492673,0.79528809,0.509342295,0.048312157,0.024992875,0.029977199,0.083391329,0.013932248,0.058186355,0.932095206,0.034393165,0.478942554,28.40425412,1.240577748,41.21240236,467.686854,0.678891561,8.580272555,17.57384128,5.590037895,1.795747704,23.83799738,36.60924064,37.74755866,6.081147063,1.176340912,0.431897683,8.476989506,13.66721323,2.938893747,0.0578,0.1365,0.0647,0.3979,0.5520,0.6522,2.0486,4.8568,3.6962,2.0353,0.1853,2.8255,13.2951,27.5903,20.6494,7.4069,1.0194,5.1138,8.9643,9.8106,3.6858,2.3783,0.0600,0.3212,0.6902,1.6382,3.6608,4.8647,3.1229,0.0354,0.0955,0.1880,0.5529,0.9641,1.0383,0.040611356,0.007252491,0.009889958,0.558993565,0.712433955,0.801527956,0.759449659,0.237307058,2.656837291,0.828781054,0.867131415,2.801824374,0.541552535,0.046654377,0.11410774,0.055395447,0.192976421,1.178062512
s37,-0.87853322,-0.640218478,-0.478469059,-0.203459895,0.223123753,-0.038552171,-0.286042537,-0.866352049,-0.44405313,-0.141768832,0.917075404,1.117663616,0.608765757,-0.558717688,0.79773228,0.616171742,0.110178628,0.422116696,-0.160729685,0.354932803,-0.527799573,-3.100857938,-0.19454167,-0.629210445,-0.344724425,-0.157591202,-0.873382312,-1.024807713,-1.006235652,-0.985050217,-0.539479734,-0.239662229,0.284416128,0.417356227,0.712141456,-0.522939469,-0.50776133,0.31163788,0.669335863,0.841845277,-0.176973916,0.217242234,0.346892255,106715.1734,56112.20877,19859.4029,881267.907,2049809.682,83881.91312,1254.439947,73821.80137,968595.6557,277266.5309,1654558.781,23029.51894,55906.49618,1199394.955,235623.6123,1492712.453,5379.940804,17471.8683,352734.0929,195978.4035,40568.16306,0.052217216,12.97991992,0.526219056,8.156366413,1.579785238,4.583729195,0.197279335,0.029207584,0.040715617,0.028236071,0.130356457,4.318345297,0.031099139,0.004145551,0.046917859,0.030773157,3.748305214,0.011529479,0.039081416,4.427519198,9.698950008,130.7139947,5.220811785,94.20341639,60.77229274,156.8260461,2.169409184,666.5541451,157.5555556,470.4538474,4.514652876,204.8127253,42.84046388,229.4866008,16.62595654,0.152586471,34.92271197,11.17187022,2.282828283,19.3006581,0.264678318,0.288946841,0.032014892,0.633939046,0.203316441,0.978809007,0.670193852,0.063875372,0.025915592,0.058537412,0.224211477,0.023249829,0.072097846,1.384092922,0.042557846,0.643935121,53.18878176,1.956382002,54.09797435,409.5968426,0.053609429,2.636560812,7.180375948,2.290745894,0.229415616,4.706034812,13.30686965,9.714287663,1.981639112,0.277923283,0.675096852,1.148660446,1.955789273,0.460222622,0.0956,0.1840,0.0765,0.4401,0.9557,0.8485,2.1634,5.4134,5.7564,2.5582,0.2809,2.6238,15.0995,32.0134,28.1297,9.7086,1.6075,6.1211,11.0106,12.9630,5.3535,1.6118,0.0782,0.4210,0.8315,1.9175,4.0773,6.5329,3.2926,0.0447,0.0936,0.1783,0.6180,1.1989,1.0846,0.029400351,0.018304153,0.00747986,0.5762706,0.616055251,0.515761841,1.093078039,0.327133898,3.252715961,1.232340386,0.997392183,4.163390211,0.669331336,0.055827049,0.14181331,0.056437599,0.20506831,1.245218797
s38,-3.678138967,-2.000456817,-3.200773864,-2.940214959,-2.089936964,-2.889870432,1.505370424,-1.219421137,0.248274386,-2.32308848,-0.67254574,0.2634075,0.1075779,0.120146497,1.113133327,-0.487829085,-0.369307208,0.191323234,-0.599708374,0.244991308,-1.485137928,-4.152386219,-1.179390659,-1.809074539,-1.658872179,-0.985831625,-0.450116237,-0.285713513,-0.140900215,-0.569291678,-0.063847873,-0.266823203,-0.847946288,0.045041188,-0.414219113,0.094265525,-0.646353078,-0.207440695,-0.122292843,0.26055902,-0.484975377,-0.27410398,-0.483135367,163771.4711,63226.07919,29931.92203,849445.1731,1955622.384,78344.39852,1337.795301,89679.17885,928885.0109,300969.8045,1524447.94,21997.58196,43604.30092,942492.9341,204127.2895,1463369.542,10560.44888,39063.3763,583163.2114,200835.6722,62014.48402,0.047557626,11.05665693,0.449108967,8.632088158,1.49621833,3.055226439,0.145421785,0.035806104,0.064472961,0.028198818,0.094873541,2.584176756,0.025135687,0.006616274,0.057663319,0.025480674,3.657135951,0.022580149,0.035285328,4.809771435,7.254323376,61.94437054,5.063973878,59.9571895,34.40198331,111.5160237,1.204377797,384.0189866,88.66453017,327.0787278,4.296771073,183.8865643,40.28358931,131.619301,15.50291054,0.253982843,34.9285386,11.08861826,1.700367647,17.99502145,0.402942275,0.259570634,0.071959393,0.726357424,0.19767958,0.848944165,0.685040322,0.058417016,0.026647476,0.101298644,0.365279395,0.023219583,0.059113582,1.021281505,0.03849788,0.464180712,41.85003064,3.238434436,69.0162919,588.4387503,0.489028402,6.812501886,12.36998581,4.145392533,1.579713863,14.80411095,23.13997465,19.81991187,4.318598895,1.140125562,0.431393559,4.042875253,6.189656213,1.85632791,0.0815,0.1248,0.0806,0.5772,0.5972,0.8927,3.0841,5.7424,3.2844,1.9559,0.2625,2.7484,14.7874,26.3350,14.4551,7.3434,1.4742,10.1441,16.0849,12.6156,4.0519,1.3497,0.0872,0.4372,1.0838,1.9765,3.7877,5.9694,3.7133,0.0347,0.1063,0.2393,0.9092,1.6850,2.0944,0.040453228,0.010249781,0.008096077,0.597347116,1.135952179,0.821324107,0.950673949,0.36785143,3.931412835,1.863960913,1.202782161,3.799414997,0.753839594,0.102033389,0.192154871,0.055406936,0.239854102,1.587138073
s39,-0.030402554,-1.432141432,0.115580034,-0.996104942,-1.306695022,-0.178148077,-2.416201291,-1.493682116,-1.589451718,-0.03146471,-1.168981476,-0.924643705,-1.072613227,-0.411474835,-2.305107971,0.597849084,0.269130672,-9.893833362,0.948838045,0.7568805,1.462093391,-1.605842429,1.195020995,-1.375893223,1.841375554,1.151351216,-0.972080806,-0.385723355,0.597782116,-0.114154315,0.206174021,-0.259186681,-0.54025353,-0.09055742,-0.717321498,0.449172501,-0.066425743,0.050073762,-0.308836161,-0.283423385,-0.01011919,-0.380479314,-0.518263077,103544.1356,44033.45886,21860.64979,689621.6852,1780504.967,60761.6218,1186.377025,65533.37576,788554.0109,182146.3367,1636935.313,25200.42134,59035.62143,1340552.58,224649.6998,1587738.613,5964.786368,14522.92078,420426.9739,214258.3274,37606.12286,0.049372797,14.88974402,0.427385246,10.53775182,1.466125603,2.731239195,0.15969423,0.035262414,0.053597786,0.028035696,0.11676048,3.291589743,0.029371804,0.005337661,0.052103693,0.020411756,3.07713766,0.009294075,0.038401816,4.035290584,10.09385794,72.90929569,3.618561346,61.5907794,38.86048956,162.64349,2.009310707,600.9680132,129.7454573,425.422586,4.379936927,235.4625319,39.98618411,193.3428443,17.85729251,0.264867043,39.56599517,11.88879936,1.063255439,16.58452861,0.259841382,0.295844073,0.027268337,0.442026009,0.154160216,0.968637576,0.637808693,0.071565277,0.021973558,0.061968773,0.230941279,0.015974614,0.06716199,1.192218977,0.037884977,0.474794506,51.67614827,1.891700242,50.93005357,560.2800109,0.367595103,6.643891217,16.89557144,4.937737244,0.798521075,12.01662969,29.87394627,19.38184208,5.166576288,0.957209761,0.593361269,7.224714485,12.05406294,2.773527237,0.0502,0.0974,0.1277,0.3557,0.5475,0.9105,2.8826,4.5172,3.7140,2.3635,0.3846,3.4350,19.4008,29.3850,20.4992,10.8880,1.7595,6.2866,10.1216,13.0732,8.0941,3.3715,0.0889,0.5848,1.2060,3.3762,6.7067,10.0978,8.7070,0.0508,0.1882,0.4886,1.2238,2.2280,3.0434,0.042050996,0.010685127,0.004191857,0.539496155,0.795685766,0.748757968,0.792489361,0.242298946,3.094967488,1.30044841,1.316898482,3.191448702,0.581095088,0.058601527,0.184651774,0.049633327,0.302587718,1.157427533
s40,-2.943318137,-1.355053149,-3.397340952,-2.984212808,-1.925833281,-2.743663517,0.106402776,-1.712142793,-0.74029896,-2.4295634,-1.237621465,-0.682408384,-1.063029942,-0.575542874,0.265425922,0.649552756,0.206029251,0.488759856,1.091524405,0.987599504,1.881804784,-0.480929331,1.712290383,0.951606736,2.13654959,1.28827211,-0.780021545,-0.385723355,-0.813638021,-1.054220099,0.119704564,-0.175530005,0.595889807,0.156661325,0.819371897,0.086579385,-0.222582692,0.115825002,0.635281025,0.04839697,-0.50367274,0.112694883,0.155368317,104748.5091,48812.12325,19178.4339,952573.1615,1920225.001,88937.49101,1027.370181,69196.53535,776547.0063,217753.852,1405135.734,19381.26154,44858.38686,1052951.572,193836.6013,1418970.749,5447.731726,15686.60029,374381.0251,193252.2912,32212.56478,0.05375275,15.56304141,0.613834732,8.639146972,1.642746592,4.875793206,0.222268862,0.033461216,0.047763546,0.026278392,0.124363911,4.106436166,0.026988936,0.004795584,0.045817172,0.025570194,3.9217417,0.010320472,0.052908539,3.434605925,6.297294407,88.42883114,3.379959363,62.91070474,35.30841621,140.2322746,1.666345845,511.4726767,116.5990803,390.010801,3.543257406,209.2229708,31.30285531,161.0515453,19.83814808,0.522001148,52.36674957,13.60646642,2.302372298,22.00191314,0.315078066,0.367677061,0.023337726,0.510341577,0.205630883,1.408365656,0.801010238,0.090640052,0.031226403,0.071992383,0.259529024,0.019747487,0.085176135,1.453392553,0.043786377,0.636790218,84.89142912,2.692557873,57.0640681,560.1337114,0.202878798,5.167823705,11.47390612,4.178969492,0.416521241,8.515393924,25.6507611,16.60413986,3.865881154,0.958473983,0.714018215,3.184001019,6.603961531,1.358766958,0.1249,0.1975,0.0423,0.3950,0.9202,0.7431,1.5468,4.9366,5.1800,2.7153,0.2890,2.1652,12.0584,29.6696,23.8394,10.7880,1.1439,3.9947,10.0045,12.8683,7.3362,1.6616,0.0317,0.2985,0.6309,1.7965,4.3795,7.5558,4.2724,0.0217,0.0842,0.2167,0.7547,1.4304,1.5769,0.050611028,0.015513519,0.011735758,0.703572256,0.913928628,0.846334443,1.323863013,0.370909712,3.835562182,1.714341468,1.543177466,5.862122376,0.84567585,0.086659837,0.187955069,0.07072555,0.424816753,1.913959118
s43,-1.750491675,-0.640883443,-1.858429632,-0.971374635,-0.883605193,-1.319241708,2.48939583,-0.072178835,1.322748578,0.226123555,0.937559304,1.445900849,1.351336841,0.804091808,2.090502374,0.03314877,-0.172207082,0.277987639,0.152016063,0.615730112,0.132711804,-3.867066859,0.565576295,-0.559096649,0.887666441,0.033165793,-0.873382312,-0.396733919,0.672437534,0.223451683,1.228555168,0.785173433,1.212265022,0.640354084,0.539140571,0.899018752,0.617314845,0.573862346,0.000392648,0.849443285,0.585885718,0.459131471,0.507643252,101731.863,41422.52055,18072.73781,603043.6095,1800098.426,57240.4676,1401.349626,57768.28543,614209.4343,199288.5767,1604986.029,26296.82569,40912.62978,1177122.353,243706.1517,1452339.27,4769.987452,14054.81091,360629.7512,216958.9345,42888.98454,0.05777881,18.51697021,0.614898266,11.28858434,2.125976631,4.467732764,0.233479238,0.035694669,0.061047757,0.041155818,0.142790775,5.744107549,0.057268264,0.003300402,0.062214028,0.035518035,4.683154158,0.008306657,0.043302047,5.421424783,7.240056567,104.0715927,3.877143362,70.09192151,36.73678628,204.53067,3.504861234,636.0631077,189.6651936,568.2158388,6.136468093,280.752519,47.12232632,270.9119675,18.50680473,0.391568047,38.63690828,14.56131657,1.329659763,22.46176036,0.25279288,0.347326166,0.019151526,0.431745317,0.19901859,1.301340728,0.918482009,0.092135413,0.029067249,0.076475442,0.238671806,0.024598157,0.089725442,1.503480666,0.054180791,0.726990948,50.86752959,1.67714497,53.96195848,556.7860475,0.223878881,4.420680143,9.629928242,2.150905598,0.376672852,7.189099985,23.09661899,13.44007291,2.830456986,0.682835515,0.948045124,2.265882855,4.336770719,1.027192565,0.0371,0.0749,0.0655,0.3505,0.3528,0.6771,1.8390,3.8301,2.8914,1.7705,0.2267,2.4285,12.2979,24.2442,21.4017,7.8221,0.9204,4.5303,8.2059,11.6766,3.7156,1.7372,0.0552,0.2681,0.7193,1.9476,4.2819,6.1297,4.2920,0.0321,0.0883,0.2416,0.7438,1.4327,1.4533,0.030140736,0.01176412,0.006580143,0.546069709,0.49540709,0.50938616,0.938113311,0.322220425,3.198559038,1.326844443,1.056135286,4.642039247,0.712546819,0.065301196,0.144897527,0.054863557,0.24366935,1.627923298
s44,-0.913194664,-0.753934,-0.449047498,-0.295081853,-0.933057459,0.062933545,-1.235814614,-0.817765181,-1.476209943,-2.129180644,-1.933735666,0.281981387,-0.22501814,0.955839882,-0.746197895,1.539038204,1.186464487,1.093017104,1.623440076,1.919788502,1.24249419,0.97581299,1.111361806,0.84906254,1.217340398,0.912527828,-0.238412242,0.420848316,2.203642007,2.31470109,-0.77771542,0.56488441,-0.432403653,0.047037695,-0.659416492,0.77146902,1.737920058,0.850762838,-0.874251712,-0.020065237,0.957837816,0.799116292,0.666687661,120637.4882,43714.63222,19539.04416,787762.1716,1780239.323,65903.03746,1210.337382,58675.06434,685260.0014,191234.3034,1612549.689,27839.65428,41626.69181,1115517.616,211619.6914,1491823.508,4391.9039,11705.22931,379596.7914,212928.2437,43165.57569,0.053475268,17.92054275,0.556493139,9.182824068,1.935445843,4.362738718,0.216360164,0.029138964,0.05108219,0.031994153,0.131456595,4.876300278,0.053779412,0.006118263,0.051176498,0.03040034,4.599596831,0.012535955,0.040375819,5.43968606,9.493089916,126.5592902,4.276915202,84.31411022,47.07097765,240.5473469,3.603310015,768.8734004,228.5606552,713.2352841,5.173861116,310.5284081,55.758403,286.3211056,22.04405547,0.330542872,51.88669034,15.98317267,1.610180957,25.35210553,0.252652426,0.413464894,0.022056396,0.49207573,0.212863677,1.490262649,0.95105154,0.118239261,0.02510256,0.071358514,0.279782619,0.025321828,0.106858584,1.822605743,0.0582237,0.778599047,62.83874514,1.980720446,77.98265847,830.2389655,0.140057576,3.133850121,10.06508831,2.124374007,0.243875011,5.880768885,16.84257954,10.6019432,2.614732959,0.539958617,1.038759109,1.78002519,3.198743515,0.698068792,0.0492,0.1702,0.0614,0.3516,0.7923,0.9901,1.5701,4.2969,5.1143,2.6819,0.2343,2.6174,14.5226,31.6597,32.9768,12.1242,1.1931,4.9152,9.8409,16.2129,6.3857,2.2404,0.0304,0.3275,0.6787,2.1556,5.3334,9.7471,5.7096,0.0222,0.0597,0.2338,0.8321,1.7314,1.9668,0.035977654,0.016892647,0.007096482,0.711559716,0.749110675,0.588618451,1.198921939,0.350653782,4.266821682,2.040643213,1.45986713,5.545411445,0.971466103,0.095563944,0.208567115,0.080733806,0.285761739,1.963276461
s45,-2.168377824,-1.489930185,-2.633830376,-1.238823118,-1.174295796,-1.424535191,0.004905172,-1.246853366,-0.66368326,-1.188409215,-0.08806079,0.164771224,-0.321784049,1.300408971,0.715864044,1.813945811,0.985576525,1.053417819,1.290026308,1.653864752,0.834022092,-2.41658209,1.042880845,0.630398186,1.06777935,0.882204199,-1.573520627,-1.36088122,-0.691816765,-0.385196019,-0.053941054,-0.104353676,-0.410114356,-0.730781853,-0.032217923,-0.828203769,-0.669557408,-0.093644591,0.197779777,-0.348806302,-0.020444237,-0.551749491,-0.329870773,125761.6542,57360.34658,20365.13667,1001818.468,2281324.776,86661.76007,1202.704134,71170.08278,903809.7064,240037.4422,1929627.813,30517.82475,51290.07585,1243876.046,248653.2029,1891247.671,5999.941649,14659.38579,391573.8076,258181.9606,46737.19666,0.052645063,16.63446258,0.588068275,8.83254324,1.713210578,4.212335087,0.206382901,0.028395202,0.048576773,0.032748581,0.116947935,4.238106704,0.034813546,0.004114521,0.055262869,0.026655777,4.006322031,0.009092012,0.038741219,2.922628053,5.445753188,68.86135725,2.178409337,56.67592392,25.34039334,130.0471148,2.148692457,436.6318349,110.0980117,371.5727253,3.279446726,161.6269721,31.87065053,163.0689432,22.22813264,0.279371728,42.23176265,14.49019197,1.667225131,24.02673647,0.188580278,0.269643659,0.022504657,0.339975767,0.145445229,0.962013881,0.586459836,0.075571574,0.018783096,0.047661793,0.176556477,0.017920125,0.087601153,1.540639561,0.043622396,0.585049804,44.60900524,1.412495637,36.27690032,347.5432409,0.193163086,3.912334179,9.448376462,2.855137497,0.500457887,7.596378764,18.48419634,15.64064994,2.900010466,0.511093959,0.740717968,1.921348021,4.085899683,0.807477956,0.0999,0.2352,0.1230,0.5588,0.9545,0.9027,3.2446,5.3688,4.9014,2.7525,0.5592,3.3920,17.4349,26.6719,23.0300,10.4978,3.6722,9.9284,11.8362,13.0288,4.7819,2.4530,0.1078,0.8468,1.1157,2.0120,4.2505,5.9631,3.9595,0.0481,0.0841,0.2185,0.6854,1.2273,1.3795,0.0357419,0.014994683,0.007131147,0.640581103,0.713731483,0.700668673,1.086505692,0.310142555,3.078508377,1.204118606,0.931216739,3.837434782,0.624312111,0.065670044,0.157631235,0.04603388,0.209447126,1.31219687
s46,-0.850678836,-1.389441159,-0.356955342,0.00015855,-0.460423806,0.412128162,0.570807646,0.700460964,0.521237418,0.428329711,-0.281887407,1.685568409,1.296543003,-0.229009517,1.934670996,-0.052109259,-0.132175589,0.324922307,0.371164366,0.819332338,-0.008578618,-0.857534282,0.050514247,-0.8206026,0.28451581,-0.17313748,-0.720472418,-0.264903232,-4.125753648,-0.04359112,-0.070790779,-0.262927301,-0.08306535,-0.33325616,-0.550473005,0.191571497,-0.210040145,-7.416909009,-0.394331092,-3.396382589,0.966923922,-0.070852623,-0.12632832,132316.8794,44123.47184,27161.78178,768542.8573,1903878.227,64054.94044,1697.272068,62616.45486,693385.3932,197287.3038,1858947.787,28960.062,56282.3942,1300998.918,284332.4294,1721025.272,6066.553622,13067.24504,398994.4799,258216.0734,61463.20616,0.075518603,22.40897588,0.761779198,14.50785846,2.490484214,4.319603773,0.238834861,0.041974847,0.093706641,0.046358249,0.184716949,5.283695146,0.055575505,0.003314642,0.078064079,0.032613107,5.248419702,0.01145039,0.051019996,5.608598835,9.977389517,95.11236725,5.300445358,63.09403905,37.18568003,203.8064406,3.290167866,688.6308667,193.6860226,645.1457691,5.288112367,276.4059609,44.51164782,239.1625557,32.85244698,0.963621533,84.12854812,25.11672104,2.092577488,29.55489396,0.146016373,0.269867138,0.019505396,0.308897053,0.151972106,1.026638251,0.647509025,0.083688347,0.021781025,0.061820206,0.186656864,0.019437403,0.108240074,1.779113078,0.058977263,0.747262764,39.4276509,1.452854812,58.84880575,593.9882093,0.210474267,4.668319521,10.31789122,2.04868027,0.502945888,7.50138589,19.56558256,12.57036005,3.199986071,0.71652622,0.634083153,3.275269866,6.560777213,1.393968939,0.0551,0.0748,0.0962,0.4202,0.7352,0.7415,2.5252,4.8587,4.7374,2.0936,0.3567,3.4981,18.2669,35.0228,27.8914,10.0701,2.1885,6.5040,10.9490,15.7845,9.4259,3.1531,0.0933,0.6079,1.1217,3.2023,6.8392,12.1243,7.6886,0.0376,0.1618,0.4051,1.3428,2.5616,2.6408,0.05235283,0.019983376,0.01034166,0.767729705,0.843982676,0.930454817,1.215048777,0.401073246,3.67092757,1.480047246,1.684626041,5.108467854,0.871881243,0.080543039,0.173402161,0.066870817,0.350718171,1.829668839
s48,-2.568452142,-2.024178771,-2.328759702,-1.590819178,0.000638845,-1.390117494,0.359660256,-0.461788729,0.098372399,-1.23283838,-1.606997942,0.58230765,0.851592017,-2.139489559,1.707545991,1.175606772,2.335222688,1.915697231,0.39975643,-0.03667625,-0.09018724,2.495262722,1.544830615,3.005396512,0.757804416,0.955720875,-1.150254552,-0.838551585,-0.318276938,-0.938948511,0.447050616,-0.481829183,-0.283086892,-0.624191791,-0.346111213,-0.547634668,-0.633670352,-0.198976684,-0.347617367,-0.041309502,-0.370596129,-0.649955859,-0.000933319,148440.4028,60112.86415,26399.90826,880136.9469,2309391.319,96476.78472,1722.407043,78134.40173,846371.4271,249591.9681,2192999.065,40928.60781,46478.7437,1378748.142,262000.8748,2011318.072,5732.442469,16265.9323,472789.2063,287131.2341,62116.25032,0.044501022,13.63163887,0.468478824,7.164908016,1.422134651,3.626733559,0.172743696,0.019128869,0.036511594,0.025509429,0.098256236,4.099813855,0.03735538,0.004665533,0.033037612,0.027312313,3.829077491,0.009506779,0.033903362,3.465679361,4.741772449,60.38281617,3.238716502,37.95568876,29.40409027,144.84685,2.602844382,437.3774095,123.3560179,441.3454396,3.896567936,174.4894217,36.53514339,193.7709215,18.79077711,0.192641617,35.85311699,12.02853686,1.557856533,24.98092798,0.183804432,0.307553624,0.017900711,0.363772474,0.186883061,1.237274113,0.763507441,0.104651439,0.019780469,0.057860664,0.209703723,0.018257627,0.110093036,1.844525549,0.054350074,0.663098727,54.5362226,1.39695417,46.12707404,448.8436083,0.187509526,4.063347813,11.77613931,2.602404359,0.304622009,6.124523701,16.87524768,14.60002286,2.483805822,0.483729614,1.170896205,2.124237921,3.176630849,0.750057156,0.0971,0.1912,0.0919,0.2804,0.7105,0.7186,2.1371,3.7409,4.5858,2.6539,0.2828,3.4647,16.2439,24.3161,24.7648,10.3535,0.9660,5.9041,8.1784,12.9285,5.5952,2.0939,0.0418,0.3019,0.8542,2.0293,4.9085,7.6871,4.4936,0.0107,0.0966,0.2395,0.7045,1.6318,1.4788,0.046291997,0.018504349,0.009158797,0.661407254,0.676132399,0.555262742,0.988620889,0.339674371,3.058135403,1.589975903,1.249800924,4.51698307,0.763803689,0.078976788,0.167187593,0.048455247,0.290661451,1.655392173